"mid","codepost","censoredpost","politics","complaining","similarity"
"mwQ3p1zeN0","昨日15时，央视2012春晚官方微博发布特讯，由于近期赵本山带病坚持排练、积极备战春晚，身体极度疲惫、状态欠佳，最终决定惜别2012年的春晚舞台。","改革开放后，他做过两届总理，一任总书记，7年前的今天辞世。当年，有一挽联：青史留名人心自在小朝廷何足道哉，难为汉相宁做楚囚大丈夫无所谓了。","No","No",1
"mvI9EOtJOM","新华社记者王芳拍摄到悲催过程：暴雨突袭京城，即将举行“小荷风采”全国少儿舞蹈展演的政协礼堂外上百名小演员们跑向政协礼堂内避雨，却被工作人员拦住，面对暴雨中小演员，我们质问：“小荷”遭雨无情打，“风采”何处觅踪影？","改革开放后，他做过两届总理，一任总书记，7年前的今天辞世。当年，有一挽联：青史留名人心自在小朝廷何足道哉，难为汉相宁做楚囚大丈夫无所谓了。","No","No",1
"mNpJScEtYh","南加州的牛头梗Inca在后院跟一只豪猪打架之后变成了。。一颗苍耳！！！兽医麻醉她之后取出了一共1347根刺。。。幸运的是依靠抗生素和止痛药她事后并无大碍！这就叫牛叉！！！","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"m9Ra9GGKJO","你有一条消息，请注意查收。","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"m87Ch1CG5m","#幽默搞笑#体重不过百，不是平胸就是矮。。。❤喜欢就关注@幽默搞笑精选集","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mU5GeBHIjQ","一农夫挑着大粪从街头走过！老外看到后，问道：“大爷，这酱多少钱一斤？”农夫听不懂，于是没有回应。老外见状，用手沾了点放进嘴里，心想：“你不告诉我多少钱一斤，我也不告诉你你的酱都臭了！”","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mH4uI8FY7E","绝世好老公荣誉出炉，多转多保佑你能找到这样的好老公~~~！","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"m0kA91dKrm","《谁敢用普通话把这首诗读出来》《卧春》【《我蠢》】——陆游暗梅幽闻花【俺没有文化】卧枝伤恨底【我智商很低】遥闻卧似水【要问我是谁】易透达春绿【一头大蠢驴】岸似绿【俺是驴】岸似透绿【俺是头驴】岸似透黛绿【俺是头呆驴】看完后，如果你笑了，就转一个。❤喜欢就关注@幽默搞笑精选集","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"muyesyOpP2","这些都没干过，你的童年得失去多少乐趣？！","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mA365oS4nQ","据说每个宿舍的舍长都长这样。。。","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mJK8J2mToQ","没钱的养猪，有钱的养狗。没钱的想结婚，有钱的想离婚。没钱的老婆兼秘书，有钱的秘书兼老婆。没钱的假装有钱，有钱的假装没钱。人都不讲实话，说股票是毒品都在玩，说金钱是罪恶都在捞。说美女是祸水都想要，说高处不胜寒都在爬。说烟酒伤身体就不戒，说天堂最好都不去！！！","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"m80GXwBIUY","【西游倒过来写】如来派师徒四人去东方传教,路遇各种磨难,渐发觉众妖均有后台,遂沙僧钻进流沙河,八戒躲进高老庄,剩悟空护送唐僧.天庭如来商议,保唐僧平安为条件,解决掉悟空.悟空被压五指山下,唐僧在长安传教至寿终正寝.五百年后,悟空从五指山下蹦出来,一声不吭大闹天庭后把自己变成石头。","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mcrkzA36Zv","等我结婚的时候，我们就去纹一对儿戒指，谁特么先提出离婚，谁就剁手指头儿。。。太狠了","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"m3z2ucmSpQ","老磨坊精品酒店八家分店星罗棋布座落在丽江与束河古城的中心区域及繁华街道。八家店各具特色。周到细致的一站式服务，免费接送机、免费饮料水果甜点、免费中医按摩，每家店均配备记忆海绵床垫、留声机、房间影院系统，转发并关注享受除黄金周外半价优惠。0888-5103244.","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mP6DZvfcpT","有人问：“你朋友跟你说什么话通常会让你很感动？”我想了想说：“还是我来付钱吧。”","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mZw4g1DvxT","早些年，生产队都是用打麦机脱粒，那天突然停电，队长检查线路时一块石头压在电缆上，顺便挪开，恰好此时来电。队长感慨地说：“原来是石头把电压住了。”","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mwu5IhoDIp","“不管你治好或治死她，你都可以不必打官司便可拿到钱。”医生悉心医治，病人还是死了，医生要求家属付诊费。“你治好了她吗？”“没有。”“那你把她治死了！？”“当然没有！”“那么，我就不欠你分文。”","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mcXOU6Oxcw","【神马！又是香蕉】老是收到一样的礼物，连猴子也不屑！国外媒体近日报导，英国威尔特郡朗利特野生动物公园趁着圣诞佳节精心包装礼物，分送给园内动物，包括大猩猩及猴子等，但没想到猴子拆礼物后，发现竟是他天天在吃的香蕉，当场脸部表情都垮下来，似乎心情瞬间从天堂跌到地狱。","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mNTA5iIPvx","从牵手到接吻到袭胸，你女朋友嫌发展太快了吗？","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"mL81D1eGO1","傍晚，一个人骑摩托车来到酒店，问服务生：“这附近有没有戴着白项圈的狗？”服务生想了想说：“好像没有。”这个人惊叫道：“糟了，我一定是撞倒牧师了。”","无论多么帅的锅都驾驭不了主席的发型。。。","No","No",1
"m9hTslEkeB","谁能帮上他们有爱心的转发转发微博","杨佳的姨妈说，杨佳工作一年多后辞职。因为他辛苦攒钱买的山地车丢了。那辆车1000多元。车被偷的那晚，北京大雪，杨佳雪中走6小时才到家。但无任何警察帮他找回那辆车。近日，日本游客丢车，武汉动用大量资源、一夜找回。一个在自己国土生活28年的杨佳，袭警前是该多么绝望。","No","No",1
"mvRHV8sZ0C","Facebook员工“站”起来了。为了防止员工久坐妨害健康，Facebook已为200多名员工配备了新型的“站式办公桌”，桌面比传统办公桌高出很多，员工可以站着工作，站累了可以坐在配套的高脚椅上休息。此外，Facebook还在试验一种“跑步机工作站”，让员工在操作电脑时也可以进行跑步锻炼。","杨佳的姨妈说，杨佳工作一年多后辞职。因为他辛苦攒钱买的山地车丢了。那辆车1000多元。车被偷的那晚，北京大雪，杨佳雪中走6小时才到家。但无任何警察帮他找回那辆车。近日，日本游客丢车，武汉动用大量资源、一夜找回。一个在自己国土生活28年的杨佳，袭警前是该多么绝望。","No","No",1
"mdZmlEqYad","这个得转！","杨佳的姨妈说，杨佳工作一年多后辞职。因为他辛苦攒钱买的山地车丢了。那辆车1000多元。车被偷的那晚，北京大雪，杨佳雪中走6小时才到家。但无任何警察帮他找回那辆车。近日，日本游客丢车，武汉动用大量资源、一夜找回。一个在自己国土生活28年的杨佳，袭警前是该多么绝望。","No","No",1
"mU5RqjXaUv","笑话：昨天早晨特冷，我与朋友去提款机取钱，正好遇见运钞车来加钞。无奈之下只好站在一旁苦苦等候，这时朋友问我：冻手不？我冷冷地回一句：冻手！结果四杆枪瞬间指向俺俩…我们被抓送派出所，在路上我们一直沉默，后来我问朋友：你怎么不开腔呢？结果，八杆枪瞬间指向我俩……","杨佳的姨妈说，杨佳工作一年多后辞职。因为他辛苦攒钱买的山地车丢了。那辆车1000多元。车被偷的那晚，北京大雪，杨佳雪中走6小时才到家。但无任何警察帮他找回那辆车。近日，日本游客丢车，武汉动用大量资源、一夜找回。一个在自己国土生活28年的杨佳，袭警前是该多么绝望。","No","No",1
"mhR789V8Wf","“现在的女生都怎么了，上半身穿棉袄，下半身穿丝袜。”“因为鲜奶要保温，火腿要冷藏。”","杨佳的姨妈说，杨佳工作一年多后辞职。因为他辛苦攒钱买的山地车丢了。那辆车1000多元。车被偷的那晚，北京大雪，杨佳雪中走6小时才到家。但无任何警察帮他找回那辆车。近日，日本游客丢车，武汉动用大量资源、一夜找回。一个在自己国土生活28年的杨佳，袭警前是该多么绝望。","No","No",1
"m7n4sNhdPb","家里买了一台大电视，我想放客厅，可老妈想放他们卧室，一直争执不下，最后还是老妈妥协了。很多年过去了，有天老妈发信息：电视放我和你爸卧室其实是想让你能来我们屋看，这样可以多陪陪我们……当即释怀，忍不住大哭。","杨佳的姨妈说，杨佳工作一年多后辞职。因为他辛苦攒钱买的山地车丢了。那辆车1000多元。车被偷的那晚，北京大雪，杨佳雪中走6小时才到家。但无任何警察帮他找回那辆车。近日，日本游客丢车，武汉动用大量资源、一夜找回。一个在自己国土生活28年的杨佳，袭警前是该多么绝望。","No","No",1
"m0WaRqZNOv","转发微博","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"mZwQVuce1x","//@天山雪狼1983","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"mdOG6OX99S","转发微博","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"m9RmMFNnel","转发微博","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"mtq8sh13KC","不追随别人的速度，","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"mQFsqDSbfv","转发微博","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"mcXYDb4dLY","转发微博","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
"mNTwFwUJm0","转发微博","流氓。疯狂无语！不用说了，肯定是日本派过来的间谍，专门制造混乱和搞破坏的，说白了就是汉奸","No","No",1
